A,B,C,D,E,F,G,H,I,class_label
76.0,2.0,81.0,0.0,-40.0,0.0,4.0,122.0,118.0,4.0
78.0,0.0,82.0,-6.0,-46.0,0.0,4.0,128.0,124.0,4.0
82.0,0.0,86.0,0.0,-2.0,18.0,3.0,88.0,84.0,4.0
105.0,0.0,106.0,0.0,72.0,0.0,1.0,34.0,32.0,4.0
76.0,-1.0,81.0,0.0,-40.0,0.0,5.0,122.0,118.0,4.0
83.0,0.0,86.0,0.0,-4.0,0.0,3.0,92.0,88.0,4.0
71.0,2.0,76.0,6.0,-42.0,-9.0,4.0,119.0,116.0,4.0
80.0,0.0,84.0,0.0,-24.0,31.0,4.0,110.0,106.0,4.0
81.0,-4.0,85.0,0.0,-24.0,0.0,4.0,111.0,106.0,4.0
85.0,0.0,89.0,8.0,2.0,0.0,4.0,86.0,82.0,4.0
108.0,-4.0,109.0,0.0,72.0,8.0,1.0,36.0,36.0,4.0
81.0,1.0,84.0,0.0,-14.0,9.0,3.0,100.0,96.0,4.0
81.0,0.0,84.0,-6.0,-14.0,0.0,3.0,99.0,96.0,4.0
82.0,0.0,85.0,0.0,-2.0,8.0,3.0,88.0,84.0,4.0
106.0,1.0,107.0,0.0,70.0,0.0,1.0,37.0,36.0,4.0
104.0,0.0,105.0,0.0,70.0,-11.0,1.0,35.0,34.0,4.0
82.0,0.0,86.0,0.0,-40.0,10.0,4.0,128.0,124.0,4.0
84.0,-5.0,88.0,0.0,6.0,0.0,4.0,83.0,78.0,4.0
82.0,0.0,86.0,0.0,-22.0,4.0,4.0,109.0,106.0,4.0
48.0,-42.0,91.0,0.0,2.0,0.0,43.0,88.0,46.0,2.0
103.0,0.0,104.0,0.0,70.0,0.0,1.0,35.0,34.0,4.0
85.0,-1.0,88.0,0.0,2.0,-10.0,3.0,86.0,82.0,4.0
83.0,-5.0,86.0,-6.0,-4.0,0.0,3.0,92.0,88.0,4.0
104.0,3.0,106.0,5.0,72.0,3.0,1.0,33.0,32.0,4.0
80.0,2.0,84.0,0.0,-42.0,0.0,4.0,128.0,124.0,4.0
102.0,0.0,103.0,-1.0,72.0,20.0,1.0,31.0,30.0,4.0
82.0,5.0,86.0,0.0,-6.0,0.0,3.0,94.0,90.0,4.0
82.0,1.0,86.0,-1.0,-10.0,6.0,3.0,96.0,92.0,4.0
85.0,0.0,88.0,0.0,0.0,-9.0,3.0,88.0,86.0,4.0
103.0,2.0,104.0,0.0,70.0,0.0,1.0,35.0,34.0,4.0
85.0,0.0,88.0,0.0,2.0,-26.0,3.0,86.0,82.0,4.0
85.0,0.0,89.0,0.0,2.0,-5.0,4.0,86.0,82.0,4.0
76.0,3.0,80.0,0.0,-40.0,0.0,4.0,121.0,118.0,4.0
85.0,-27.0,89.0,0.0,8.0,0.0,4.0,81.0,78.0,4.0
81.0,0.0,85.0,1.0,-22.0,0.0,4.0,108.0,104.0,4.0
84.0,5.0,88.0,0.0,0.0,0.0,3.0,88.0,84.0,4.0
83.0,0.0,86.0,-1.0,-4.0,1.0,3.0,92.0,88.0,4.0
81.0,0.0,85.0,0.0,-12.0,0.0,4.0,98.0,94.0,4.0
102.0,0.0,103.0,0.0,72.0,12.0,1.0,31.0,30.0,4.0
79.0,0.0,83.0,-4.0,-46.0,0.0,4.0,129.0,126.0,4.0
82.0,1.0,86.0,0.0,-10.0,3.0,3.0,96.0,92.0,4.0
76.0,0.0,81.0,0.0,-42.0,-5.0,5.0,125.0,120.0,4.0
83.0,1.0,87.0,0.0,-40.0,0.0,4.0,128.0,124.0,4.0
79.0,0.0,83.0,5.0,-42.0,0.0,5.0,127.0,122.0,4.0
81.0,1.0,84.0,0.0,-14.0,6.0,3.0,100.0,96.0,4.0
86.0,4.0,89.0,0.0,8.0,8.0,3.0,81.0,78.0,4.0
84.0,-1.0,88.0,-3.0,-2.0,-13.0,3.0,90.0,88.0,4.0
80.0,-4.0,84.0,-2.0,-36.0,4.0,5.0,121.0,116.0,4.0
102.0,0.0,103.0,3.0,70.0,-7.0,1.0,33.0,32.0,4.0
82.0,0.0,87.0,3.0,-40.0,0.0,5.0,128.0,124.0,4.0
102.0,-4.0,104.0,0.0,70.0,-11.0,2.0,34.0,32.0,4.0
83.0,0.0,86.0,-2.0,-4.0,4.0,3.0,92.0,88.0,4.0
75.0,1.0,79.0,0.0,-42.0,0.0,4.0,123.0,118.0,4.0
81.0,0.0,84.0,0.0,-18.0,-17.0,3.0,103.0,100.0,4.0
81.0,1.0,84.0,0.0,-12.0,10.0,3.0,97.0,94.0,4.0
83.0,0.0,86.0,0.0,-6.0,-22.0,3.0,94.0,90.0,4.0
52.0,-27.0,91.0,0.0,2.0,0.0,38.0,88.0,50.0,2.0
76.0,-3.0,81.0,0.0,-40.0,18.0,5.0,122.0,116.0,4.0
85.0,0.0,88.0,2.0,0.0,0.0,3.0,88.0,84.0,4.0
104.0,-3.0,106.0,0.0,70.0,-24.0,1.0,36.0,34.0,4.0
105.0,-3.0,107.0,0.0,70.0,0.0,1.0,37.0,36.0,4.0
102.0,0.0,103.0,2.0,70.0,-2.0,1.0,33.0,32.0,4.0
84.0,0.0,88.0,0.0,-2.0,-16.0,3.0,90.0,88.0,4.0
104.0,-11.0,107.0,-1.0,70.0,0.0,3.0,37.0,34.0,4.0
78.0,1.0,82.0,0.0,-42.0,-25.0,4.0,126.0,122.0,4.0
104.0,-1.0,105.0,-1.0,72.0,3.0,1.0,33.0,32.0,4.0
77.0,-1.0,81.0,0.0,-40.0,30.0,4.0,123.0,118.0,4.0
83.0,0.0,86.0,-3.0,-4.0,8.0,3.0,92.0,88.0,4.0
82.0,0.0,86.0,0.0,-6.0,0.0,3.0,94.0,90.0,4.0
107.0,2.0,108.0,0.0,70.0,0.0,1.0,38.0,38.0,4.0
78.0,0.0,82.0,-1.0,-42.0,0.0,4.0,126.0,122.0,4.0
104.0,-1.0,105.0,0.0,72.0,3.0,1.0,33.0,32.0,4.0
79.0,0.0,83.0,-5.0,-40.0,0.0,4.0,125.0,120.0,4.0
70.0,-30.0,107.0,0.0,60.0,-13.0,37.0,47.0,10.0,2.0
104.0,-2.0,105.0,-1.0,72.0,14.0,1.0,33.0,32.0,4.0
104.0,2.0,105.0,-1.0,70.0,0.0,1.0,35.0,34.0,4.0
80.0,0.0,84.0,0.0,-32.0,13.0,4.0,117.0,114.0,4.0
104.0,0.0,106.0,0.0,72.0,6.0,1.0,33.0,32.0,4.0
85.0,0.0,89.0,1.0,6.0,27.0,4.0,84.0,80.0,4.0
102.0,-3.0,104.0,-1.0,70.0,-20.0,1.0,34.0,32.0,4.0
79.0,3.0,83.0,0.0,-46.0,0.0,4.0,130.0,126.0,4.0
83.0,0.0,87.0,8.0,-4.0,1.0,4.0,92.0,88.0,4.0
82.0,-4.0,87.0,0.0,-40.0,0.0,5.0,128.0,124.0,4.0
83.0,1.0,86.0,5.0,-6.0,0.0,4.0,94.0,90.0,4.0
102.0,1.0,104.0,1.0,70.0,0.0,1.0,34.0,32.0,4.0
78.0,3.0,81.0,0.0,-42.0,0.0,4.0,125.0,122.0,4.0
105.0,-3.0,106.0,0.0,70.0,0.0,1.0,36.0,36.0,4.0
85.0,0.0,89.0,0.0,6.0,23.0,4.0,84.0,80.0,4.0
81.0,3.0,84.0,0.0,-14.0,-3.0,3.0,99.0,96.0,4.0
79.0,4.0,83.0,0.0,-28.0,0.0,4.0,112.0,108.0,4.0
53.0,16.0,96.0,5.0,50.0,0.0,43.0,47.0,4.0,3.0
81.0,3.0,85.0,0.0,-40.0,6.0,4.0,126.0,122.0,4.0
84.0,3.0,86.0,-2.0,-4.0,0.0,3.0,92.0,88.0,4.0
78.0,0.0,83.0,6.0,-42.0,0.0,4.0,126.0,122.0,4.0
84.0,1.0,87.0,0.0,0.0,0.0,3.0,87.0,84.0,4.0
84.0,0.0,86.0,-2.0,-2.0,0.0,3.0,89.0,86.0,4.0
81.0,0.0,86.0,1.0,-24.0,-14.0,4.0,112.0,108.0,4.0
49.0,-42.0,77.0,0.0,-2.0,0.0,28.0,79.0,52.0,2.0
80.0,0.0,84.0,4.0,-20.0,0.0,4.0,105.0,100.0,4.0
85.0,0.0,89.0,0.0,2.0,-18.0,4.0,86.0,82.0,4.0
77.0,0.0,81.0,-5.0,-40.0,0.0,4.0,122.0,118.0,4.0
102.0,0.0,103.0,2.0,72.0,28.0,1.0,31.0,30.0,4.0
79.0,0.0,83.0,-4.0,-40.0,0.0,4.0,125.0,120.0,4.0
101.0,0.0,102.0,0.0,72.0,3.0,1.0,30.0,28.0,4.0
81.0,0.0,84.0,0.0,-20.0,-20.0,4.0,105.0,102.0,4.0
82.0,0.0,86.0,0.0,-6.0,1.0,4.0,94.0,90.0,4.0
81.0,2.0,85.0,0.0,-40.0,11.0,4.0,126.0,122.0,4.0
81.0,-3.0,85.0,0.0,-10.0,0.0,4.0,95.0,92.0,4.0
83.0,-1.0,86.0,-2.0,-4.0,0.0,3.0,92.0,88.0,4.0
81.0,0.0,84.0,0.0,-18.0,9.0,4.0,103.0,98.0,4.0
82.0,0.0,86.0,0.0,-40.0,6.0,4.0,128.0,124.0,4.0
71.0,-8.0,75.0,-13.0,-40.0,3.0,4.0,116.0,112.0,4.0
78.0,3.0,83.0,4.0,-42.0,-14.0,4.0,126.0,122.0,4.0
79.0,0.0,83.0,0.0,-38.0,2.0,4.0,122.0,118.0,4.0
79.0,0.0,84.0,0.0,-40.0,9.0,4.0,125.0,120.0,4.0
103.0,7.0,104.0,1.0,72.0,7.0,1.0,31.0,30.0,4.0
37.0,-78.0,76.0,0.0,20.0,0.0,39.0,55.0,16.0,2.0
79.0,1.0,84.0,1.0,-40.0,1.0,4.0,125.0,120.0,4.0
84.0,4.0,87.0,0.0,0.0,0.0,3.0,87.0,84.0,4.0
76.0,1.0,81.0,1.0,-42.0,-23.0,5.0,125.0,120.0,4.0
102.0,0.0,102.0,-1.0,70.0,-5.0,1.0,33.0,32.0,4.0
102.0,-4.0,104.0,0.0,70.0,0.0,1.0,34.0,32.0,4.0
71.0,-2.0,74.0,-7.0,-42.0,-19.0,4.0,118.0,114.0,4.0
86.0,2.0,89.0,0.0,8.0,5.0,3.0,81.0,78.0,4.0
85.0,0.0,89.0,0.0,2.0,-1.0,4.0,86.0,82.0,4.0
85.0,-1.0,88.0,0.0,6.0,13.0,3.0,83.0,80.0,4.0
76.0,0.0,80.0,-5.0,-40.0,0.0,4.0,121.0,118.0,4.0
106.0,5.0,108.0,1.0,70.0,0.0,1.0,38.0,36.0,4.0
76.0,1.0,80.0,0.0,-42.0,0.0,4.0,124.0,120.0,4.0
84.0,2.0,88.0,0.0,-2.0,0.0,3.0,90.0,88.0,4.0
85.0,0.0,88.0,0.0,2.0,11.0,3.0,86.0,82.0,4.0
105.0,0.0,106.0,-5.0,70.0,0.0,1.0,36.0,36.0,4.0
81.0,0.0,84.0,0.0,-14.0,-22.0,3.0,100.0,96.0,4.0
83.0,0.0,86.0,0.0,-6.0,-23.0,3.0,94.0,90.0,4.0
103.0,1.0,104.0,8.0,70.0,0.0,1.0,35.0,34.0,4.0
82.0,3.0,86.0,0.0,-40.0,1.0,4.0,128.0,124.0,4.0
103.0,1.0,104.0,6.0,70.0,0.0,1.0,35.0,34.0,4.0
71.0,-12.0,76.0,-14.0,-40.0,6.0,4.0,117.0,112.0,4.0
84.0,-5.0,88.0,0.0,0.0,4.0,4.0,88.0,84.0,4.0
71.0,4.0,75.0,0.0,-42.0,-7.0,3.0,119.0,116.0,4.0
79.0,3.0,83.0,0.0,-40.0,12.0,4.0,125.0,120.0,4.0
84.0,0.0,88.0,0.0,0.0,6.0,3.0,88.0,84.0,4.0
104.0,0.0,104.0,-5.0,70.0,0.0,1.0,35.0,34.0,4.0
85.0,0.0,89.0,7.0,2.0,-2.0,4.0,86.0,82.0,4.0
81.0,0.0,85.0,-5.0,-22.0,0.0,4.0,108.0,104.0,4.0
81.0,-3.0,84.0,0.0,-14.0,0.0,4.0,100.0,96.0,4.0
79.0,2.0,83.0,0.0,-40.0,14.0,4.0,124.0,120.0,4.0
83.0,0.0,86.0,0.0,-4.0,4.0,3.0,92.0,88.0,4.0
72.0,-14.0,77.0,-11.0,-40.0,7.0,5.0,118.0,114.0,4.0
84.0,0.0,88.0,0.0,-2.0,-22.0,3.0,90.0,88.0,4.0
85.0,0.0,88.0,0.0,2.0,-15.0,3.0,86.0,82.0,4.0
81.0,0.0,85.0,0.0,-40.0,2.0,4.0,126.0,122.0,4.0
83.0,0.0,86.0,0.0,-4.0,21.0,3.0,92.0,88.0,4.0
81.0,0.0,84.0,0.0,-12.0,8.0,3.0,97.0,94.0,4.0
54.0,-73.0,88.0,0.0,8.0,0.0,34.0,81.0,46.0,2.0
79.0,0.0,83.0,0.0,-46.0,0.0,4.0,129.0,126.0,4.0
82.0,0.0,85.0,0.0,-6.0,25.0,3.0,93.0,90.0,4.0
81.0,0.0,84.0,-2.0,-14.0,0.0,3.0,99.0,96.0,4.0
82.0,1.0,86.0,0.0,-12.0,0.0,3.0,99.0,96.0,4.0
76.0,2.0,81.0,1.0,-42.0,-24.0,5.0,125.0,120.0,4.0
82.0,736.0,106.0,-3.0,34.0,-16.0,24.0,72.0,48.0,5.0
46.0,-49.0,79.0,3.0,0.0,0.0,33.0,79.0,46.0,2.0
83.0,0.0,86.0,0.0,-2.0,17.0,3.0,89.0,86.0,4.0
79.0,1.0,84.0,3.0,-40.0,2.0,4.0,125.0,120.0,4.0
81.0,0.0,85.0,0.0,-40.0,8.0,4.0,126.0,122.0,4.0
66.0,-63.0,88.0,0.0,8.0,0.0,22.0,81.0,58.0,2.0
84.0,4.0,87.0,4.0,-4.0,0.0,3.0,92.0,88.0,4.0
80.0,-2.0,84.0,0.0,-14.0,-2.0,4.0,99.0,96.0,4.0
101.0,0.0,102.0,2.0,70.0,-19.0,1.0,33.0,32.0,4.0
85.0,-3.0,88.0,0.0,2.0,7.0,3.0,86.0,82.0,4.0
101.0,0.0,102.0,0.0,72.0,21.0,1.0,29.0,28.0,4.0
85.0,0.0,88.0,0.0,0.0,-2.0,3.0,88.0,86.0,4.0
82.0,0.0,85.0,0.0,-10.0,-29.0,3.0,95.0,92.0,4.0
103.0,4.0,104.0,8.0,70.0,0.0,1.0,35.0,34.0,4.0
81.0,0.0,84.0,1.0,-12.0,18.0,4.0,97.0,94.0,4.0
37.0,-1329.0,76.0,3.0,36.0,3.0,39.0,40.0,2.0,6.0
79.0,0.0,83.0,8.0,-42.0,0.0,5.0,127.0,122.0,4.0
55.0,0.0,77.0,0.0,18.0,1325.0,21.0,59.0,38.0,3.0
81.0,1.0,84.0,0.0,-14.0,2.0,3.0,100.0,96.0,4.0
79.0,-2.0,83.0,-3.0,-40.0,3.0,4.0,124.0,120.0,4.0
82.0,0.0,86.0,0.0,-10.0,1.0,3.0,96.0,92.0,4.0
43.0,-72.0,76.0,0.0,42.0,0.0,33.0,35.0,2.0,2.0
101.0,0.0,102.0,0.0,72.0,5.0,1.0,30.0,28.0,4.0
78.0,0.0,81.0,0.0,-40.0,346.0,4.0,123.0,120.0,4.0
79.0,0.0,83.0,0.0,-46.0,-29.0,4.0,130.0,126.0,4.0
79.0,0.0,83.0,1.0,-40.0,14.0,5.0,125.0,120.0,4.0
85.0,0.0,88.0,-6.0,2.0,0.0,3.0,86.0,82.0,4.0
83.0,0.0,87.0,0.0,-40.0,6.0,4.0,128.0,124.0,4.0
37.0,0.0,77.0,0.0,0.0,-2.0,40.0,77.0,36.0,6.0
84.0,-1.0,88.0,-3.0,-2.0,-10.0,3.0,90.0,88.0,4.0
79.0,0.0,83.0,0.0,-30.0,1.0,4.0,114.0,110.0,4.0
108.0,1.0,109.0,0.0,72.0,6.0,1.0,36.0,36.0,4.0
55.0,1029.0,75.0,-3.0,28.0,26.0,20.0,46.0,26.0,5.0
82.0,-2.0,86.0,0.0,-10.0,1.0,4.0,96.0,92.0,4.0
75.0,1.0,79.0,8.0,-42.0,0.0,5.0,123.0,118.0,4.0
102.0,5.0,102.0,1.0,70.0,-16.0,1.0,33.0,32.0,4.0
78.0,-5.0,83.0,0.0,-46.0,0.0,4.0,129.0,124.0,4.0
104.0,0.0,104.0,-2.0,70.0,0.0,1.0,35.0,34.0,4.0
105.0,0.0,106.0,0.0,72.0,1.0,1.0,34.0,34.0,4.0
80.0,3.0,84.0,0.0,-40.0,5.0,4.0,126.0,122.0,4.0
105.0,2.0,106.0,8.0,70.0,0.0,2.0,36.0,34.0,4.0
68.0,-60.0,88.0,0.0,8.0,0.0,21.0,81.0,60.0,2.0
102.0,0.0,103.0,0.0,70.0,-14.0,1.0,33.0,32.0,4.0
82.0,0.0,86.0,1.0,-6.0,3.0,4.0,94.0,90.0,4.0
80.0,-5.0,84.0,0.0,-14.0,0.0,4.0,99.0,96.0,4.0
79.0,0.0,83.0,-3.0,-46.0,0.0,4.0,129.0,126.0,4.0
85.0,0.0,88.0,-56.0,0.0,0.0,3.0,88.0,84.0,4.0
81.0,2.0,84.0,0.0,-14.0,0.0,3.0,99.0,96.0,4.0
84.0,-1.0,87.0,-3.0,0.0,20.0,3.0,87.0,84.0,4.0
111.0,4254.0,105.0,0.0,36.0,0.0,-6.0,69.0,76.0,4.0
123.0,275.0,105.0,0.0,36.0,-2.0,-18.0,69.0,86.0,4.0
78.0,0.0,82.0,0.0,-46.0,0.0,4.0,128.0,124.0,4.0
81.0,1.0,84.0,0.0,-14.0,8.0,3.0,100.0,96.0,4.0
80.0,-1.0,84.0,-3.0,-38.0,-15.0,4.0,123.0,118.0,4.0
82.0,0.0,87.0,1.0,-40.0,4.0,5.0,128.0,124.0,4.0
107.0,0.0,108.0,-6.0,70.0,-19.0,1.0,38.0,36.0,4.0
84.0,0.0,88.0,0.0,0.0,7.0,3.0,88.0,84.0,4.0
37.0,0.0,76.0,0.0,36.0,2.0,38.0,39.0,2.0,6.0
37.0,0.0,81.0,0.0,28.0,-7.0,44.0,52.0,8.0,1.0
37.0,0.0,106.0,0.0,36.0,0.0,69.0,70.0,2.0,2.0
56.0,-3.0,96.0,0.0,56.0,0.0,40.0,39.0,0.0,3.0
43.0,0.0,79.0,6.0,42.0,0.0,37.0,38.0,2.0,4.0
43.0,-2.0,86.0,0.0,42.0,-6.0,43.0,45.0,2.0,5.0
